Username,comment,sentimen,label_int,skor,alasan
aku👍,kalau mau tau dia ngomong apa sebenarnya waktu itu.rakyat langsung aj silaturahmi kerumah si srimul.ngobrol sambil ngopi.diskusi utk kemajuan Indonesia raya tercinta.,neutral,1,0.0,(tidak ada sinyal sentimen)
mamyaifa💋,apalagi DPR,neutral,1,0.0,(tidak ada sinyal sentimen)
ardtng,WKWK DBYR BRP,neutral,1,0.0,(tidak ada sinyal sentimen)
irvan pasaribu,sama aj dia ngomong kek gtu cuman di perhalus,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
⠀ ⠀ ⠀ ⠀ ⠀᠌ᅠᅠ,"""PEJABAT ITU BEBAN RAKYATTTTTT!!!!!!!!""
mikir kidss 🤪",negative,0,-3.0,"neg=['beban', '[beban rakyat]'] pos=[] emoji=0.0"
.,biasa tikus kantor,negative,0,-2.0,neg=['tikus'] pos=[] emoji=0.0
jovas$_&,tae alasan,neutral,1,0.0,(tidak ada sinyal sentimen)
💯,ini beritaa jugaa rada tolol informasi nyaa,negative,0,-2.0,neg=['tolol'] pos=[] emoji=0.0
ikanlele7,kalau di Prancis sudah lama di pengal itu,neutral,1,0.0,(tidak ada sinyal sentimen)
𝐧𝐞𝐤𝐝𝐚𝐨𝐭_𝐬𝐭𝐨𝐫𝐲💔🥀,"kalau tidak ada guru
kau tidak jadi DPR
KALOU DPR buban rakyat
DPR anjg",negative,0,-2.0,neg=['anjg'] pos=[] emoji=0.0
Jrifaa,udh blm yappingnya,neutral,1,0.0,(tidak ada sinyal sentimen)
Ameena salsabila,Ai mungkin sengaja mau memecah belah rakyat Indonesia,neutral,1,0.0,(tidak ada sinyal sentimen)
user291482629139,🇩  🇵  🇷   🇰  🇴  🇳  🇹  🇴  🇱🥳🥳,neutral,1,0.0,(tidak ada sinyal sentimen)
queen_nha,pekok,negative,0,-2.0,neg=['pekok'] pos=[] emoji=0.0
lompet,keren editan jir,negative,0,-1.0,neg=['anjing'] pos=['keren'] emoji=0.0
anak rantau  Lampung,min saya gbt nih boleh ga si minta duit ke gedung DPR 😂😂😂😂😂,negative,0,-1.25,neg=[] pos=[] emoji=-2.5
PENCABUT NYAWA 👹☠️👽👹,rakyat Indonesia GK bodoh lagi,positive,2,2.0,neg=[] pos=['bodoh(neg)'] emoji=0.0
PENCABUT NYAWA 👹☠️👽👹,di bayar berapa yang edit ini,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Ndaa,Guru/dosen beban negara? Lah dulu dia yg ngajar siapa jir😭,negative,0,-5.0,"neg=['beban', 'anjing', '[beban negara]'] pos=[] emoji=0.0"
Mirandaaa,Penasaran dia sekolah dulu gimana yaaa kalo ngga guru? 🤪,neutral,1,0.0,(tidak ada sinyal sentimen)
otsnans,di bayar brp boleh lah,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
botabet,hadeh lu jadi ampe gitu bukan karna guru?,neutral,1,0.0,(tidak ada sinyal sentimen)
- 𝚁𝚢𝚊𝚗𝚗𝚣𝚢𝚢,BUZZER DIBAYAR 100JT🗿🗿🗿,negative,0,-1.75,neg=['buzzer'] pos=[] emoji=-1.5
Iyoss shop,liat mulutnya,neutral,1,0.0,(tidak ada sinyal sentimen)
user6528451547335,"sekolahnya di mana si dia tu, emang gak punya guru apa dia, Sri as",neutral,1,0.0,(tidak ada sinyal sentimen)
Bayuaji,bener si hoax tapi maksudnya kan sama aja,negative,0,-2.0,"neg=['bohong', '[sama saja]'] pos=[] emoji=0.0"
️,"sama aja anjir
sama sama nyindir 🤣",negative,0,-3.25,"neg=['anjing', '[sama saja]'] pos=[] emoji=-0.5"
indroocuu,bapa dia beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
ieeelll,yeuh sengklek,neutral,1,0.0,(tidak ada sinyal sentimen)
🆙🆒🆙⚡⚡,lalu dia ga sekolah kah,neutral,1,0.0,(tidak ada sinyal sentimen)
pis:),Halah nyocot😹😹,negative,0,-1.5,neg=['nyocot'] pos=[] emoji=-1.0
rafikpbm🪬,heh ini contoh orang yang gak pernah sekolah jadi gak tau bagaimana penyabar nya seorang guru menghadapi murid nya,neutral,1,0.0,(tidak ada sinyal sentimen)
K....U?,"ya Alloh,, guru beban negara,, yg beban negara itu koruptor,, karena mkn uang negara hingga hutang yg tanggung rakyat nya jg [cry][cry]",negative,0,-6.0,"neg=['beban', 'beban', 'koruptor', '[beban negara]'] pos=[] emoji=0.0"
𝐊𝖊𝖓 𝙶𝙰𝙱𝚄𝚃🏖️,real lh itu kau satu pun udah di suap juga,negative,0,-3.0,"neg=['suap', '[di suap]'] pos=[] emoji=0.0"
Avika Mutiara,eh guru itu yang ngajarin kita buat baca dan nulis buat belajar mikir kids,neutral,1,0.0,(tidak ada sinyal sentimen)
ARRAY Bentara,Beban kepalamu,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
PAIJO AUDIO🔊,halah hanjok,neutral,1,0.0,(tidak ada sinyal sentimen)
Darriz Alfarizhie,srymulyono mentri bekas jokodok yg doyan pajakin rakyat,neutral,1,0.0,(tidak ada sinyal sentimen)
July kecil,kaga sekola kali si Sri Mulyani bilang guru beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
𝖗𝖎𝖔,seng didik koe ki sopo,neutral,1,0.0,(tidak ada sinyal sentimen)
𝖗𝖎𝖔,halah nyocot,negative,0,-1.0,neg=['nyocot'] pos=[] emoji=0.0
12 maret😼,sadar lu bisa baca juga karana guru,neutral,1,0.0,(tidak ada sinyal sentimen)
Muhammad Dandi Siddi,beban apaan orng tua saya guru honor yg gajinya cuman 300 rb perbulan,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
langg,helehh DPR BEBAN NEGARA tuh biar jelas,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
m rafiqul23,"kalian yang jadi beban keuangan negara
bukan guru",negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
yudeli,lu pinter blajar sama siiapa,positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
•?🆒🤭🗿💅🏻💅🏻,sumpah KLO guru benban negara kata gw: siapa yg ngajarin lu BCA nulis hitung matematika b inggris b indo,neutral,1,0.0,(tidak ada sinyal sentimen)
Putri,loh dia pas sekolah di ajarin siapa? iblis?,negative,0,-2.0,neg=['iblis'] pos=[] emoji=0.0
™xmz_krukorealll××××,"yang ngajarin lu pass sekolah siapa, guru kan",neutral,1,0.0,(tidak ada sinyal sentimen)
SM<>MAMY🫶,Lah ngapain sangkut pautkan sama masyarakat?,neutral,1,0.0,(tidak ada sinyal sentimen)
itss_angell,kalo org iri hati apapun yg dia lihat juga salah,neutral,1,0.0,(tidak ada sinyal sentimen)
jeww,mungkin ga mau kalah🤭🤭,neutral,1,0.0,(tidak ada sinyal sentimen)
orang yg anda kenal🚀🚀🚀,kenapa kalok uda piral baru bilang hoax kenapa gk bang sebelum piral,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Sulistiono Nanang,"beban iku kamu,
mentri omong2",negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
nad_nad🤭,"beban negara😂,sadar diri dia bisa kyk gni krna siapa,guru kan.",negative,0,-3.25,"neg=['beban', '[beban negara]'] pos=[] emoji=-0.5"
ferian.as,DPR beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
nanaa☆☆☆,dpr beban planet,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
bob💪,Oalah menterinya mabuk,neutral,1,0.0,(tidak ada sinyal sentimen)
eclipwze,kalo itu ai knp garakan mulutnya pas,neutral,1,0.0,(tidak ada sinyal sentimen)
Ahmad,aduh ada juga situ yang beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
@manusia biasa,oh aI,neutral,1,0.0,(tidak ada sinyal sentimen)
cipong🦋,laaa si anj dora ngomel,negative,0,-2.0,neg=['anj'] pos=[] emoji=0.0
anak ibu,bukannya minta maaf malah cuci tangan bego,negative,0,-4.0,"neg=['bego', '[cuci tangan]'] pos=[] emoji=0.0"
GYAAN,"DPR BEBAN 😁
lu bayar berapa sih sampe bisa ngomong ini kalo gak ad guru anak anak bangsa gak bisa pintar yang tadinya anak anak Indonesia gak bisa apa apa jadi bisa",negative,0,-4.25,"neg=['beban', 'pintar(neg)', '[bayar berapa]'] pos=[] emoji=-0.5"
Zorooo...,di sogok berapa?,negative,0,-3.0,"neg=['sogok', '[di sogok]'] pos=[] emoji=0.0"
kandi,"terus gaji DPR harus 3jt perhari/bulan
ya miskin banget sihh",neutral,1,0.0,(tidak ada sinyal sentimen)
@jenes:,hebat banget edit nya berapa di bayar nya😂,negative,0,-0.25,neg=['[berapa bayar]'] pos=['hebat'] emoji=-0.5
️,nyenyenye.. 😮‍💨🤌,neutral,1,0.0,(tidak ada sinyal sentimen)
Mochifen...👸🏻,SANGAT² BAAAABBBIIIII 🥰,positive,2,0.5,neg=[] pos=[] emoji=1.0
br br patapim🌲,bukan nya dia yang beban negara upss,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Sari Ellya,lah kamu sendiri sebelum menjabat apa GK sekolah dulu. apa langsung jadi menteri Astaghfirullah 😡😡😡,negative,0,-1.5,neg=[] pos=[] emoji=-3.0
cheesisss 🌊,inget lu dulu SEKOLAH DI AJARIN GURU ANJ,negative,0,-2.0,neg=['anj'] pos=[] emoji=0.0
iii.k,wkwk bayarannya kuat,neutral,1,0.0,(tidak ada sinyal sentimen)
Boni andrian,"kl guru JD beban negara,la trs DPR/MPR beban siapa,kok ngomongnya gitu bgt ya",negative,0,-4.0,"neg=['beban', 'beban', '[beban negara]'] pos=[] emoji=0.0"
Jon⚡,bagi lahhh KK masa iya makan sendiri 😂😂😂😂😂,negative,0,-1.25,neg=[] pos=[] emoji=-2.5
Jon⚡,cari lagi ini mahhh,neutral,1,0.0,(tidak ada sinyal sentimen)
dwipipz,tanpa guru mungkin sekarang kau ga akan pake baju itu dan ga akan duduk di ruangan ber-AC,negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
buch79,kan sudah gw duga pasti di pelesetin,neutral,1,0.0,(tidak ada sinyal sentimen)
arsithaintan,HOAXX BU JANGAN FITNAH DONG GURU BUKAN BEBAN NEGARA DARI PADA IBU BEBAN JADI DPR MAKAN UANG RAKYAT,negative,0,-3.0,"neg=['beban', '[beban negara]', '[makan uang rakyat]'] pos=['fitnah(neg)', 'beban(neg)'] emoji=0.0"
𝙗𝙖𝙣𝙜 𝙯𝙪𝙡𝙡 𝙂𝙖𝙘𝙤𝙧🀄,DPR dewan perwakilan rampok rakyat,neutral,1,0.0,(tidak ada sinyal sentimen)
Diki,lu kalo punya mulut di jaga yah jangan sembarang kalo ngomong,neutral,1,0.0,(tidak ada sinyal sentimen)
mhamadakbarr_,SDM rendah 😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Sulistyowati,"itu video palsu,buat Beliau sendiri guys",negative,0,-1.0,neg=['palsu'] pos=[] emoji=0.0
Abah okib,yang video asli ko burem,neutral,1,0.0,(tidak ada sinyal sentimen)
Roma Awi,"itu memang AI, tapi itu jadi ringkasan dari perkataan dia saat berpidato panjang, ringkasan nya",neutral,1,0.0,(tidak ada sinyal sentimen)
ếank ror🇲🇽,liat netizen jngn asal ngetik aja elu pada cari tau emang bilang nya gitu itu suara di ganti jadi ia kalo ga percaya coba sok,neutral,1,0.0,(tidak ada sinyal sentimen)
B.arvn💮,😫 😫 😫😫 😫😫😫😫 😫😫 😫,neutral,1,0.0,(tidak ada sinyal sentimen)
indra siregar,"berita aja nipu"" tol",negative,0,-1.0,neg=['tipu'] pos=[] emoji=0.0
Malky_123,kamu dulu jadi pintar sama siapa,positive,2,1.0,neg=[] pos=['pintar'] emoji=0.0
secangkir maduu,bu udah bener tu,neutral,1,0.0,(tidak ada sinyal sentimen)
zrii,udah salah masih ajah kaga ngaku salah,neutral,1,0.0,(tidak ada sinyal sentimen)
CARI TAU SENDIRI,tanpa guru dia gak bakal bisa kaya sekarang 🤭🤭🤭,negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
Arul,Klo memang real dri mulutny jujur bener2 parah bngt. Tpi klopun itu bukan dri mulutny”editan” Serem bngt sma Teknologi skrng,neutral,1,0.0,neg=['serem'] pos=['jujur'] emoji=0.0
pipi,"metropolitan
M nya apa",neutral,1,0.0,(tidak ada sinyal sentimen)
"ᝯׁ֒ꫀׁׅܻׅ݊꯱ᝯׁ֒℘ꫀׁׅܻ݊ꭈׁׅ""",terus siapa yang ngomong,neutral,1,0.0,(tidak ada sinyal sentimen)
Hendi,alah banyak bacot lu,negative,0,-2.0,neg=['[banyak bicara]'] pos=[] emoji=0.0
〰️AL z©️〰️,ngeles nya bagus kali,neutral,1,0.0,neg=['berkilah'] pos=['bagus'] emoji=0.0
One piece,liat dlu mulut nya baru bilang hoax,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
mng asull,cair cair cair🤑🤑,negative,0,-3.0,"neg=['cair', 'cair', 'cair'] pos=[] emoji=0.0"
sebuah kebenaran yang hilang,jir langsung senyum ini sangat aneh?,negative,0,-2.0,neg=['anjing'] pos=[] emoji=0.0
ラファ♡✨,mag eakkkk 🤭,neutral,1,0.0,(tidak ada sinyal sentimen)
ichaaa,"EMG ibu pas waktu sekolah siapa yg ngajarin bukan guru kah?
😏",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
vie aja,"buat gaji guru mikir mikir,buat gaji DPR seabrek abrek..makanya Bu uang negara habisnya cuma buat gaji DPR doank,",neutral,1,0.0,(tidak ada sinyal sentimen)
KAKKHiN_STORE🪽,banyak omong lu aja beban ter berat,negative,0,-3.0,"neg=['beban', '[banyak omong]'] pos=[] emoji=0.0"
X-AL,lawak itu video ai kocak,neutral,1,0.0,(tidak ada sinyal sentimen)
DYROTH PEMULA,lawak masih aja dilindungi n,neutral,1,0.0,(tidak ada sinyal sentimen)
kaisankaisar21,", d., :d.ed ., !,",neutral,1,0.0,(tidak ada sinyal sentimen)
billy,tut,neutral,1,0.0,(tidak ada sinyal sentimen)
Gadeng Panjalu,nak anake tikos ndak sekolah,neutral,1,0.0,(tidak ada sinyal sentimen)
vomo Piris min cok🤣😆,beban ya kalo beban kenapa gw bisa baca gw kelas 3 belum bisa baca ehh lama“ bisa,negative,0,-2.0,"neg=['beban', 'beban'] pos=[] emoji=0.0"
️,selagi punya duit mah 🤑🤑,neutral,1,0.0,(tidak ada sinyal sentimen)
nda,ada uang di mulut,neutral,1,0.0,(tidak ada sinyal sentimen)
@de#321,spring jng aing,neutral,1,0.0,(tidak ada sinyal sentimen)
@de#321,Sia nu beban mh anj,negative,0,-3.0,"neg=['beban', 'anj'] pos=[] emoji=0.0"
urang awak nyee,uang ma segalanya,neutral,1,0.0,(tidak ada sinyal sentimen)
urang awak nyee,brapa di bayar kmu woi😂😂😂,negative,0,-2.75,neg=['[berapa bayar]'] pos=[] emoji=-1.5
urang awak nyee,masih aja di belah,neutral,1,0.0,(tidak ada sinyal sentimen)
andiniiwwww,goblo*,neutral,1,0.0,(tidak ada sinyal sentimen)
cky80,fakta tuh,neutral,1,0.0,(tidak ada sinyal sentimen)
👍,kalo salah ya salah g ush ngeles,negative,0,-1.0,neg=['berkilah'] pos=[] emoji=0.0
2️⃣1️⃣,nyenyenye,neutral,1,0.0,(tidak ada sinyal sentimen)
samxotna shop.,owh,neutral,1,0.0,(tidak ada sinyal sentimen)
tania artika,ya allah knp lu ngomong bgtu si,neutral,1,0.0,(tidak ada sinyal sentimen)
Sanxj 🌵⚡,lu di bayar brp min😂,negative,0,-2.25,neg=['[bayar berapa]'] pos=[] emoji=-0.5
ybz,ah nyocot,negative,0,-1.0,neg=['nyocot'] pos=[] emoji=0.0
MAMAD_,min uang nya minta😹😹😹,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
danzs,bukan nya ibu yg beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
nayy_aja,"lahh jadi yang bikin dia jadi pintar jadi menteri keuangan siapa?, ya guru dan dosen lah",positive,2,1.0,neg=[] pos=['pintar'] emoji=0.0
faa🕷,di bayar berapa ya kalau boleh tau?,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
かわいい人を呼んで😘,"""di bayar berapa ? 😹😂😂""
itu ai kocak😹, fomo bet dah😹, udah salah nyolot lagi kocak bgt😹😹😹😹 🆙🆙🆙",negative,0,-5.25,"neg=['nyolot', '[bayar berapa]'] pos=[] emoji=-4.5"
nid nid,terus anda ngomong di depan situ dulu gak sekolah atau anda lupa siapa yang ngajarin anda kalau bukan guru siapa yg ngajarin anda sampai bisa ngomong didepan kayak gitu,neutral,1,0.0,(tidak ada sinyal sentimen)
Onetitit,"di bayar berapaa min🗿, jelas jelas vid pertama real liat aja gerakan bibir nyaa😂😂",negative,0,-2.75,neg=['[bayar berapa]'] pos=[] emoji=-1.5
Natsuki.,apa gua rumbling aja ya nih tempat🗿,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Fauziyah,haha🤣hoax darimana orang real kok,negative,0,-1.25,neg=['bohong'] pos=[] emoji=-0.5
Dnahijabs,Sudah boleh buat REVOLUSI GURU-GURU SE-INDONESIA. Sejarah kembali berulang.. Salam dari Malaysia,neutral,1,0.0,(tidak ada sinyal sentimen)
riskafbriantii,Bego,negative,0,-2.0,neg=['bego'] pos=[] emoji=0.0
isman⁹⁹⁹࿐,we otak otak,neutral,1,0.0,(tidak ada sinyal sentimen)
@_ucupchemonk62,hoakkkkkkkkk tai tai tai 😂,negative,0,-6.25,"neg=['tai', 'tai', 'tai'] pos=[] emoji=-0.5"
Hikmah tewww,asli asli dia bilang guru ituh beban negara 😡😡😡😡😡,negative,0,-5.5,"neg=['beban', '[beban negara]'] pos=[] emoji=-5.0"
i'm kuda Nil,gurunya Sri dulu: ya ampun saya yg ngajarin dia dia juga yg menghina,negative,0,-1.0,neg=['menghina'] pos=[] emoji=0.0
A,🥺,positive,2,0.5,neg=[] pos=[] emoji=1.0
pentol goreng,lah elu jadi dpr berkat siapa mikir kids 👉🤪,neutral,1,0.0,(tidak ada sinyal sentimen)
Jonsen Bahat,"ini benar, bukan Hoax..yg bilang hoax, itu ternaknya.",neutral,1,0.0,neg=['bohong'] pos=['bohong(neg)'] emoji=0.0
𝓀𝒾𝓌𝓀𝒾𝓌,sia Tampa guru gk akan jdi mentri jgn bilang beban negara sia yg beban negara gajih ny trllu besar,negative,0,-2.0,"neg=['beban', '[beban negara]'] pos=['beban(neg)'] emoji=0.0"
David,gaya mulut nya itu kek nya gak hoax deh,positive,2,1.0,neg=[] pos=['bohong(neg)'] emoji=0.0
regoy8,palak bak enga,neutral,1,0.0,(tidak ada sinyal sentimen)
Anak Amak,"lu sampai bisa bicara saat ini karena adanya guru bangsat, terkadang orang berilmu bicara tidak pake adab",negative,0,-2.0,neg=['bangsat'] pos=[] emoji=0.0
cepot,"lu pinter diajarin siapa sie Bu?
pohon pisang y?",positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
manyi8247,sedangkan ibu adalah beban rakyat betulkan bu.,negative,0,-3.0,"neg=['beban', '[beban rakyat]'] pos=[] emoji=0.0"
Sayang❣️,ihh mulut kau manis kali ibu🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
youu gpp saa??🤷🏻‍♀️,DPR itu beban dunia🤭,negative,0,-3.0,"neg=['beban', '[beban dunia]'] pos=[] emoji=0.0"
mannessanitu,"alah bacot, itu bukan hoax tapi fakta",negative,0,-1.0,neg=['[banyak bicara]'] pos=['bohong(neg)'] emoji=0.0
Veliaimyuttt🌷,cocot kmu ituuuuuuuuuuu,negative,0,-1.0,neg=['cocot'] pos=[] emoji=0.0
D@FI_kc,ibu yang beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
binsyafiq,😋,neutral,1,0.0,(tidak ada sinyal sentimen)
Jiraa✨♡,"BACOT!!!🤬
lo dibayar berapa! 😌",negative,0,-4.5,"neg=['[bayar berapa]', '[banyak bicara]'] pos=[] emoji=-1.0"
ruiddj,udh di tf sama mulyani blm?,neutral,1,0.0,(tidak ada sinyal sentimen)
ini sahran🕊️!,ingat orang pengusaha hasil dari guru guru itu paling pintar ilmunyaa bosss🙏,positive,2,1.5,neg=[] pos=['pintar'] emoji=1.0
sir777sohop,kalau diyh bebam rakyat,neutral,1,0.0,(tidak ada sinyal sentimen)
dap👾,dh tua begayaan tanpa guru bisa apa lu kocak😹😹,negative,0,-1.5,neg=['[tanpa guru]'] pos=[] emoji=-1.0
grow a garden_56,kalo guru beban negara berati ibu dari dulu gak bisa baca,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Noctwind,"apalah bedanya pemerintah sama rakyat... sama sama otak udang, buatan org pake AIbuat propaganda buat keributan eh di makan mentah mentah sana rakyat yg gaterima di katain SDM rendah wkwkwkwk",neutral,1,0.0,(tidak ada sinyal sentimen)
yidir2401f,langsung klarifikasi wkwk,neutral,1,0.0,(tidak ada sinyal sentimen)
BIRU LAUT,"BELAJAR YANG PINTAR BIAR GAK GAPTEX,,Pegang Hp ko gak bisa bedain mana AI mana asli 🤣🤣",positive,2,0.5,neg=[] pos=['pintar'] emoji=-1.0
junaedi123,emang partisipasi masyarakat dari pajak belum cukup gitu Bu,neutral,1,0.0,(tidak ada sinyal sentimen)
Dani The Smile Days,dibayar berapa lo,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Icell Sintang,"gaa heran sii dia ngomng gitu,kan dia ga dididik sma ga sekolah. otak dia jga dilututt bukn dikepala.",neutral,1,0.0,(tidak ada sinyal sentimen)
Rol,yang ngomong juga beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
-🧟‍♂️-,kau nya yang beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
N,di bayar brpa sih? kocak lu🤭,neutral,1,0.0,(tidak ada sinyal sentimen)
DEIZE.,Lah guru itu beban yg ngajarin lu membaca siapa guru yg ngajarin gak ada sejarahnya manusia bisa membaca sendiri,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
roem Sejati,yg ajar lu masa bocil siapa mbah 🗿,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
yonky,"semua di PAJAK, PAJAK DITINGKATKAN, sdh byk pengusaha pada bangkrut apalagi rakyat kecil, EKONOMI SKRG TERPURUK, apa PARA PEJABAT ngerti kesitunya ??",neutral,1,0.0,(tidak ada sinyal sentimen)
Aditia Permana29,apa g keliatan 😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
sullivan011,pembelaan tikus,negative,0,-2.0,neg=['tikus'] pos=[] emoji=0.0
sanzrXeml★🧟‍♂️,tapi msuk tv si,neutral,1,0.0,(tidak ada sinyal sentimen)
𝗦𝗸𝘆𝟰𝗨 ⚡,di bayar brp lu? 😹😹,negative,0,-2.5,neg=['[bayar berapa]'] pos=[] emoji=-1.0
𝓢𝔂👀,"Trus anggota DPR yg gajinya naik sampai 100 jt , apakah tidak bertangtangan dengan ke uangan negara,",neutral,1,0.0,(tidak ada sinyal sentimen)
Rido,DPR paok 🗿🗿 😏,negative,0,-2.75,neg=['paok'] pos=[] emoji=-1.5
Reni Verawati,sia anj anu beban mah,negative,0,-3.0,"neg=['anj', 'beban'] pos=[] emoji=0.0"
waleee,aai,neutral,1,0.0,(tidak ada sinyal sentimen)
rap?,apakah masa Suharto akan terulang kembali,neutral,1,0.0,(tidak ada sinyal sentimen)
fadil,Kam yang beban nekara,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
senja,gak kebalik kah bu?,neutral,1,0.0,(tidak ada sinyal sentimen)
yot,ibu sampai bisa jadi menteri berkat siapa?,neutral,1,0.0,(tidak ada sinyal sentimen)
rosita,mulut pa comberan guru pbk ny jukir blk nyari duit bwt si Anak tuk jdi guru,neutral,1,0.0,(tidak ada sinyal sentimen)
tian_1112,Sri Mulyani = hama,negative,0,-2.0,neg=['hama'] pos=[] emoji=0.0
🌷~tz_acilaamy3~🌷,dpr itu beban negara 🗿,negative,0,-3.25,"neg=['beban', '[beban negara]'] pos=[] emoji=-0.5"
FAHRI,masih aja ngeles nya alahhghhhhhhhhhhhhhhhh🤣🤣🤣🤣,negative,0,-2.0,neg=['berkilah'] pos=[] emoji=-2.0
fadli,terus yang ajar anda pas kecil sampai menjadi pintar,positive,2,1.0,neg=[] pos=['pintar'] emoji=0.0
❔,memang hoax tapi maksudnya itu untuk menjelekan guru,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
❔,pembela korupsi datang ni😹,negative,0,-2.25,neg=['korupsi'] pos=[] emoji=-0.5
aref,beda setetmen sama maksud🙄,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
felix,itu awal nya emang dulu nya di ajarin sama siapa😹😹,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
orang,kukira ai ternyata emang,neutral,1,0.0,(tidak ada sinyal sentimen)
nepalddi🇮🇩🇮🇩🇮🇩🇮🇩,"kamu bisa bicara pinter dari mana woy!!!!dari guru kan ko, ngmong nya gitu ya",positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
Tengku Zharul Shah,1 juta aja tdk smpai😏,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
AhmadDzaky,lah uang negara kan dari masyarakat,neutral,1,0.0,(tidak ada sinyal sentimen)
️,terus kamu belajar dari siapa kalo bukan dari guru?,neutral,1,0.0,(tidak ada sinyal sentimen)
> Farr『Ura』,halah sama aja itu artinya,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
bang sipit,ngles itu. lihat dari kameranya ada dari sampimg dana dari depan,neutral,1,0.0,(tidak ada sinyal sentimen)
flovery_acaa🩰,kan guru yang ajarin murid Indonesia yang awal nya gatau baca nulis ke pancasilaan dan agama dan ketahuan alam dan sosial!!,neutral,1,0.0,(tidak ada sinyal sentimen)
